promptcategory,timecategory,imperative,temporalvalue,daytimevalue,place,prompt,difficulty,prompttemplate,expectedValue
Seasonality,Date,Give me,10/06/1867,,a forest,Give me a photorealistic image of a forest in europe on 10/06/1867 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,11/22/1847,,a forest,Give me a photorealistic image of a forest in europe on 11/22/1847 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,11/01/1877,,a forest,Give me a photorealistic image of a forest in europe on 11/01/1877 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,12/24/1808,,a forest,Give me a photorealistic image of a forest in europe on 12/24/1808 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,12/14/1868,,a forest,Give me a photorealistic image of a forest in europe on 12/14/1868 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,01/16/1908,,a forest,Give me a photorealistic image of a forest in europe on 01/16/1908 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,01/05/1988,,a forest,Give me a photorealistic image of a forest in europe on 01/05/1988 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,02/03/1936,,a forest,Give me a photorealistic image of a forest in europe on 02/03/1936 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,02/28/1976,,a forest,Give me a photorealistic image of a forest in europe on 02/28/1976 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,03/09/1947,,a forest,Give me a photorealistic image of a forest in europe on 03/09/1947 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Give me,03/28/1997,,a forest,Give me a photorealistic image of a forest in europe on 03/28/1997 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Give me,04/18/1906,,a forest,Give me a photorealistic image of a forest in europe on 04/18/1906 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Give me,04/24/1974,,a forest,Give me a photorealistic image of a forest in europe on 04/24/1974 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Give me,05/30/1942,,a forest,Give me a photorealistic image of a forest in europe on 05/30/1942 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Give me,05/17/1970,,a forest,Give me a photorealistic image of a forest in europe on 05/17/1970 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Give me,06/15/1920,,a forest,Give me a photorealistic image of a forest in europe on 06/15/1920 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Give me,06/04/1991,,a forest,Give me a photorealistic image of a forest in europe on 06/04/1991 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Give me,07/08/1922,,a forest,Give me a photorealistic image of a forest in europe on 07/08/1922 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Give me,07/02/1963,,a forest,Give me a photorealistic image of a forest in europe on 07/02/1963 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Give me,08/19/1940,,a forest,Give me a photorealistic image of a forest in europe on 08/19/1940 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Give me,08/01/1998,,a forest,Give me a photorealistic image of a forest in europe on 08/01/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Give me,09/30/1939,,a forest,Give me a photorealistic image of a forest in europe on 09/30/1939 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,09/17/1968,,a forest,Give me a photorealistic image of a forest in europe on 09/17/1968 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,10/14/1900,,a forest,Give me a photorealistic image of a forest in europe on 10/14/1900 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,10/05/1971,,a forest,Give me a photorealistic image of a forest in europe on 10/05/1971 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,11/28/1904,,a forest,Give me a photorealistic image of a forest in europe on 11/28/1904 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,11/10/1985,,a forest,Give me a photorealistic image of a forest in europe on 11/10/1985 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Give me,12/06/1938,,a forest,Give me a photorealistic image of a forest in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Give me,12/25/1998,,a forest,Give me a photorealistic image of a forest in europe on 12/25/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Daytime,Daytime,Give me,,morning,a forest,Give me a photorealistic image of a forest in europe in the morning,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun"
Daytime,Daytime,Give me,,evening,a forest,Give me a photorealistic image of a forest in europe in the evening,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,long shadows,deep shadows"
Daytime,Daytime,Give me,,6am,a forest,Give me a photorealistic image of a forest in europe at 6am,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun"
Daytime,Daytime,Give me,,6pm,a forest,Give me a photorealistic image of a forest in europe at 6pm,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,shadows lengthen,shadows deepen"
Seasonality,Month,Give me,january,,a landscape,Give me a photorealistic image of a landscape in europe in january ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Month,Give me,february,,a landscape,Give me a photorealistic image of a landscape in europe in february ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Month,Give me,march,,a landscape,Give me a photorealistic image of a landscape in europe in march ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Give me,april,,a landscape,Give me a photorealistic image of a landscape in europe in april ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Give me,may,,a landscape,Give me a photorealistic image of a landscape in europe in may ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Give me,june,,a landscape,Give me a photorealistic image of a landscape in europe in june ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Give me,july,,a landscape,Give me a photorealistic image of a landscape in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Give me,august,,a landscape,Give me a photorealistic image of a landscape in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Give me,september,,a landscape,Give me a photorealistic image of a landscape in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
